Timestamp,0. Are you currently employed in Berlin or by a Berlin-based organization?,1. Gender:,2. Age:,3. Highest vocational qualification attained:,4. Years of total work experience:,5. Citizenship,6. Type of organisation,7. Industry,"8. Company size (global, entire organisation)",9. Years in current company:,10. Job/Position title,11. Which best describes your role in your current company?,12. Years in current position:,13. Full-time / Part-time,14. Contract in hours per week,15. Total annual gross salary in EUR (before taxes and deductions),"16. Performance-related pay or bonuses (gross) in EUR - CAN SKIP IF ""0""","17. Total Annual Equity Compensation (stock options, ESOPs, etc.) in EUR - CAN SKIP IF ""0""",18. Salary raise since January 2023,19. ID,20. Contract in hours per week (Normalized)
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,35-39,Bachelor's Degree,6-10,German,A private firm,Information & Communication,11-50,1-2,Product Manager,Manager (manages team),1-2,Full-time,40,41.000,6.000,48.000,No raise,231,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,40-44,Trade and Technical School Certificate,16-20,Other-EU,A private firm,Information & Communication,201-500,Less than 1,Team lead Customer Support,Team Lead (manages small team),3-5,Full-time,40,41.000,3.000,0,No raise,298,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,3-5,German,A private firm,Technology/Software Development,501-1000,1-2,Product Designer,Individual Contributor (no direct reports),1-2,Full-time,40,41.000,na,0,No raise,432,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,3-5,Other-EU,A private firm,Technology/Software Development,11-50,1-2,Content Marketer,Individual Contributor (no direct reports),1-2,Full-time,40,42.000,na,0,No raise,2,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,45-49,Master's Degree,16-20,Prefer not to say,A private firm,Technology/Software Development,11-50,16-20,Entwickler,Prefer not to say,6-10,Part-time,32,42.000,30.000,0,6-10%,5,32
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,3-5,Non-EU,A Non-governmental organization (NGO),Other Services,11-50,Less than 1,Communications Coordinator,Individual Contributor (no direct reports),Less than 1,Full-time,40,42.000,na,0,No raise,158,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,30-34,Bachelor's Degree,6-10,Other-EU,A private firm,Retail & Wholesale Trade,11-50,1-2,Senior Software Engineer,Individual Contributor (no direct reports),1-2,Contract/Freelance,40,42.000,na,0,No raise,493,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Bachelor's Degree,21-30,Non-EU,A private firm,Retail & Wholesale Trade,1000+,3-5,Trainer,Team Lead (manages small team),1-2,Full-time,40,42.000,400,7.000,11-15%,517,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,No vocational qualification attained,3-5,German,A private firm,Other Services,501-1000,1-2,IT Event,Individual Contributor (no direct reports),1-2,Full-time,40,42.000,na,0,16-20%,569,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,24 or under,Bachelor's Degree,1-2,German,A private firm,Other Services,501-1000,1-2,Account Manager,Individual Contributor (no direct reports),1-2,Full-time,40,42.000,28.000,0,No raise,597,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Bachelor's Degree,6-10,German,A private firm,Technology/Software Development,11-50,1-2,Operations Manager,Individual Contributor (no direct reports),1-2,Full-time,35,42.000,na,0,No raise,612,35
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,40-44,Master's Degree,16-20,Non-EU,A private firm,Healthcare and Pharmaceuticals,1000+,Less than 1,Physiotherapist,Individual Contributor (no direct reports),Less than 1,Full-time,"38,5",42.000,2.500,0,1-5%,759,"38,5"
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,na,na,German,A private firm,Technology/Software Development,51-200,1-2,Junior UX Writer,Individual Contributor (no direct reports),1-2,Full-time,37,42.000,na,0,6-10%,761,37
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,3-5,Other-EU,A private firm,Retail & Wholesale Trade,11-50,1-2,Visual Designer,Individual Contributor (no direct reports),1-2,Full-time,40,42.000,na,0,No raise,847,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,11-15,Other-EU,Self-employed,Information & Communication,Prefer not to say,3-5,Event Manager,Individual Contributor (no direct reports),3-5,Contract/Freelance,32,42.000,na,0,No raise,885,32
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,45-49,Bachelor's Degree,16-20,Other-EU,A Non-governmental organization (NGO),Information & Communication,11-50,3-5,Graphic Designer,Prefer not to say,3-5,Full-time,40,42.000,na,0,No raise,955,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,1-2,Other-EU,Other public sector (such as education and health),Other Services,1000+,1-2,PhD student,Individual Contributor (no direct reports),1-2,Part-time,29,43.000,na,0,1-5%,62,29
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,45-49,Diploma,21-30,German,A state-owned enterprise,Transportation & Storage,1000+,11-15,Sachbearbeiterin,Individual Contributor (no direct reports),11-15,Full-time,35,43.000,na,0,No raise,279,35
 06/2023  ,No.,Male,25-29,Bachelor's Degree,3-5,German,A state-owned enterprise,Finance & Insurance,11-50,3-5,Student / QA and Software,Individual Contributor (no direct reports),1-2,Part-time,19,15.000,na,na,No raise,125,19
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Bachelor's Degree,6-10,Other-EU,A private firm,Prefer not to say,1000+,Less than 1,Recruiter,Individual Contributor (no direct reports),3-5,Full-time,40,43.000,7.000,0,No raise,608,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,11-15,Non-EU,Other,Education,51-200,3-5,Resource Manager,Team Lead (manages small team),3-5,Full-time,40,43.000,na,0,1-5%,617,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Other-EU,Other public sector (such as education and health),Public Administration,51-200,1-2,Sachbearbeiter,Individual Contributor (no direct reports),1-2,Full-time,40,43.000,na,0,6-10%,797,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Bachelor's Degree,3-5,Other-EU,A private firm,Technology/Software Development,201-500,1-2,Campaign & Audience Manager,Individual Contributor (no direct reports),1-2,Full-time,40,43.000,6.000,0,1-5%,838,40
 06/2023  ,No.,Male,30-34,Bachelor's Degree,6-10,German,A private firm,Technology/Software Development,11-50,Less than 1,Senior Full Stack Engineer,Prefer not to say,Less than 1,Full-time,40,80.000,na,na,Prefer not to say,130,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,25-29,Bachelor's Degree,3-5,Dual (Ger/EU and Non-EU),Other,Other Services,201-500,3-5,Data Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,44.000,na,0,No raise,757,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Bachelor's Degree,6-10,German,A private firm,Retail & Wholesale Trade,51-200,3-5,Senior Customer Success Manager,Team Lead (manages small team),1-2,Full-time,40,44.000,na,0,No raise,796,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,11-15,na,A state-owned enterprise,Other Services,11-50,Less than 1,Project Manager,Team Lead (manages small team),Less than 1,Full-time,39,44.000,na,0,na,921,39
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,1-2,Non-EU,A private firm,Information & Communication,11-50,1-2,Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,45.000,1.000,0,No raise,47,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Other-EU,A private firm,Retail & Wholesale Trade,1000+,3-5,Qualitätssicherung und Arbeitssicherheit,Individual Contributor (no direct reports),3-5,Full-time,40,45.000,na,0,1-5%,74,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Non-EU,Self-employed,Technology/Software Development,1-10,3-5,Marketing Manager,Individual Contributor (no direct reports),3-5,Contract/Freelance,1,45.000,na,0,1-5%,219,
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,50-54,Bachelor's Degree,21-30,German,Other public sector (such as education and health),Public Administration,201-500,6-10,Sachbearbeiterin,Individual Contributor (no direct reports),6-10,Full-time,40,45.000,na,0,No raise,332,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,25-29,Bachelor's Degree,1-2,Prefer not to say,A private firm,Information & Communication,1000+,30+,Software Engineer,na,na,Full-time,40,45.000,47.000,0,No raise,351,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Bachelor's Degree,11-15,Non-EU,A Non-governmental organization (NGO),Other Services,11-50,3-5,Project Lead,Team Lead (manages small team),1-2,Full-time,40,45.000,na,0,No raise,353,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Diploma,11-15,German,A Non-governmental organization (NGO),Information & Communication,1-10,6-10,CEO,Executive (executive leadership),1-2,Part-time,30,45.000,na,0,No raise,400,30
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,201-500,1-2,IT Administrator,Individual Contributor (no direct reports),1-2,Full-time,40,45.000,na,0,No raise,463,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Master's Degree,16-20,Non-EU,A state-owned enterprise,Other Services,201-500,3-5,Stage Manager,Individual Contributor (no direct reports),3-5,Full-time,40,45.000,2.000,0,1-5%,513,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Other-EU,A private firm,Information & Communication,201-500,1-2,Technical Account Manager,Individual Contributor (no direct reports),1-2,Full-time,40,45.000,na,0,No raise,585,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,24 or under,Bachelor's Degree,3-5,Non-EU,A private firm,Technology/Software Development,1-10,3-5,Software Engineer,Team Lead (manages small team),Less than 1,Full-time,40,45.000,na,0,1-5%,598,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Master's Degree,3-5,Other-EU,A private firm,Technology/Software Development,201-500,16-20,Project Manager,Individual Contributor (no direct reports),3-5,Full-time,40,45.000,na,0,6-10%,628,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Bachelor's Degree,na,Dual (Ger/EU and Non-EU),A private firm,Technology/Software Development,11-50,Less than 1,Junior Business Developer,Individual Contributor (no direct reports),Less than 1,Full-time,45,45.000,1.000,5.000,No raise,666,45
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Master's Degree,6-10,Other-EU,Other,Technology/Software Development,51-200,1-2,Talent Acquisition Partner,Individual Contributor (no direct reports),1-2,Full-time,40,45.000,na,0,1-5%,735,40
 06/2023  ,No.,Female,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,201-500,Less than 1,Product Manager,Individual Contributor (no direct reports),6-10,Full-time,40,94.000,na,na,1-5%,148,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,501-1000,Less than 1,Junior Frontend Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,45.000,na,0,No raise,767,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Prefer not to say,3-5,German,A private firm,Other Services,51-200,3-5,Senior Online Marketing Manager,Team Lead (manages small team),1-2,Full-time,40,45.000,na,0,No raise,770,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,3-5,Auditor,Individual Contributor (no direct reports),3-5,Full-time,"38,5",45.000,2.000,0,No raise,788,"38,5"
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,3-5,Other-EU,A private firm,Transportation & Storage,51-200,Less than 1,Customer relations,Individual Contributor (no direct reports),3-5,Full-time,40,45.000,na,0,No raise,869,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,35-39,Master's Degree,6-10,Non-EU,A private firm,Retail & Wholesale Trade,501-1000,1-2,Data Analyst,Individual Contributor (no direct reports),1-2,Full-time,35,45.000,10.000,5.000,No raise,1001,35
 06/2023  ,No.,Male,24 or under,Diploma,Less than 1,Other-EU,A private firm,Finance & Insurance,1000+,Less than 1,Frontend Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,26.000,na,na,No raise,154,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,3-5,German,A private firm,Other Services,1-10,Less than 1,Junior consultant,Individual Contributor (no direct reports),Less than 1,Full-time,40,46.000,na,0,No raise,233,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,6-10,Other-EU,A private firm,Finance & Insurance,201-500,1-2,Data Analyst Marketing,Individual Contributor (no direct reports),1-2,Full-time,40,46.000,na,0,No raise,262,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,35-39,Bachelor's Degree,6-10,German,A private firm,Technology/Software Development,11-50,6-10,UX Designer,Individual Contributor (no direct reports),1-2,Full-time,40,46.000,na,0,6-10%,284,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Apprenticeship/Vocational Training (Dual System),11-15,German,A private firm,Other Services,51-200,3-5,Payroll Accountant,Individual Contributor (no direct reports),11-15,Full-time,40,46.000,4.000,0,1-5%,368,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,11-15,Other-EU,A private firm,Information & Communication,51-200,6-10,Content Manager,Individual Contributor (no direct reports),6-10,Full-time,36,46.000,na,0,No raise,544,36
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,6-10,Non-EU,A private firm,Information & Communication,11-50,1-2,Growth Project Manager,Manager (manages team),3-5,Full-time,40,46.000,na,0,No raise,624,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Master's Degree,6-10,Non-EU,A Non-governmental organization (NGO),Education,11-50,3-5,Finance Manager,Manager (manages team),3-5,Full-time,40,46.000,na,0,1-5%,804,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Specialized and Engineering School Certificate (GDR),3-5,Other-EU,A private firm,Technology/Software Development,1000+,1-2,Senior Systems Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,46.000,na,0,1-5%,935,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,German,A private firm,Technology/Software Development,501-1000,6-10,Mobile Application Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,46.000,4.000,0,No raise,944,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,6-10,Non-EU,Other public sector (such as education and health),Healthcare and Pharmaceuticals,51-200,1-2,Brand experience designer,Individual Contributor (no direct reports),1-2,Full-time,40,46.000,na,0,No raise,945,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,3-5,German,A private firm,Retail & Wholesale Trade,11-50,Less than 1,Sourcing and Buying Manager,Individual Contributor (no direct reports),3-5,Full-time,40,46.000,na,0,No raise,1054,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Master's Degree,6-10,German,A private firm,Other Services,501-1000,Less than 1,Licensing Manager,Individual Contributor (no direct reports),Less than 1,Full-time,39,47.000,na,0,na,17,39
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Trade and Technical School Certificate,11-15,German,A private firm,Other Services,1000+,3-5,Elektroniker,Individual Contributor (no direct reports),3-5,Full-time,40,47.000,60.000,0,1-5%,473,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,1-2,Non-EU,A private firm,Finance & Insurance,1000+,Less than 1,Legal analyst,Individual Contributor (no direct reports),Less than 1,Full-time,39,47.000,2.000,0,No raise,556,39
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Bachelor's Degree,3-5,Other-EU,A private firm,Healthcare and Pharmaceuticals,201-500,1-2,Frontend Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,47.000,na,0,No raise,780,40
